school_name,url,city,state,full_domain
Florida State College at Jacksonville,https://fscj.edu,Jacksonville,FL,fscj.edu
Florida State University,https://fsu.edu,Tallahassee,FL,fsu.edu
Gulf Coast State College,https://gulfcoast.edu,Panama City,FL,gulfcoast.edu
Hillsborough Community College,https://hccfl.edu,Tampa,FL,hccfl.edu
Jacksonville University,https://ju.edu,Jacksonville,FL,ju.edu
Keiser University,https://keiseruniversity.edu,Fort Lauderdale,FL,keiseruniversity.edu
Loraines Academy Incorporated,https://lorainesacademy.edu,Saint Petersburg,FL,lorainesacademy.edu
Lake Sumter State College,https://lssc.edu,Leesburg,FL,lssc.edu
Lynn University,https://lynn.edu,Boca Raton,FL,lynn.edu
Millennia Atlantic University,https://maufl.edu,Doral,FL,maufl.edu
Miami Dade College,https://mdc.edu,Miami,FL,mdc.edu
University of Miami,https://miami.edu,Coral Gables,FL,miami.edu
Miami International University of Art and Design,https://mymiu.edu,Miami,FL,mymiu.edu
New College of Florida,https://ncf.edu,Sarasota,FL,ncf.edu
North Florida Community College,https://nfcc.edu,Madison,FL,nfcc.edu
Nova Southeastern University,https://nova.edu,Fort Lauderdale,FL,nova.edu
National University of Health Sciences,https://nuhs.edu,(multiple locations),FL,nuhs.edu
Northwest Florida State College,https://nwfsc.edu,Niceville,FL,nwfsc.edu
Palm Beach State College,https://palmbeachstate.edu,Lake Worth,FL,palmbeachstate.edu
Palm Beach Atlantic University,https://pba.edu,West Palm Beach,FL,pba.edu
Pensacola State College,https://pensacolastate.edu,Pensacola,FL,pensacolastate.edu
Pasco-Hernando State College,https://phsc.edu,New Port Richey,FL,phsc.edu
Ringling College of Art and Design,https://ringling.edu,Sarasota,FL,ringling.edu
Rollins College,https://rollins.edu,Winter Park,FL,rollins.edu
Saint Leo University,https://saintleo.edu,Saint Leo,FL,saintleo.edu
State College of Florida,https://scf.edu,Bradenton,FL,scf.edu
Seminole State College of Florida,https://seminolestate.edu,Sanford,FL,seminolestate.edu
Santa Fe College,https://sfcollege.edu,Gainesville,FL,sfcollege.edu
South Florida State College,https://southflorida.edu,Avon Park,FL,southflorida.edu
Space Coast Health Institute,https://spacecoast.edu,Melbourne,FL,spacecoast.edu
Saint Petersburg College,https://spcollege.edu,Saint Petersburg,FL,spcollege.edu
Stetson University,https://stetson.edu,DeLand,FL,stetson.edu
Saint Thomas University,https://stu.edu,Miami Gardens,FL,stu.edu
Saint Vincent de Paul Regional Seminary,https://svdp.edu,Boynton Beach,FL,svdp.edu
Traviss Career Center,https://traviss.edu,Lakeland,FL,traviss.edu
University of Central Florida,https://ucf.edu,Orlando,FL,ucf.edu
University of Florida,https://ufl.edu,Gainesville,FL,ufl.edu
University of North Florida,https://unf.edu,Jacksonville,FL,unf.edu
University of South Florida,https://usf.edu,Fowler Avenue,FL,usf.edu
University of South Florida Sarasota-Manatee,https://usfsm.edu,Sarasota,FL,usfsm.edu
University of South Florida Saint Petersburg,https://usfsp.edu,Saint Petersburg,FL,usfsp.edu
University of Tampa,https://ut.edu,Tampa,FL,ut.edu
University of West Florida,https://uwf.edu,Pensacola,FL,uwf.edu
Valencia College,https://valenciacollege.edu,Orlando,FL,valenciacollege.edu
Warner University,https://warner.edu,Lake Wales,FL,warner.edu
Webber International University,https://webber.edu,Babson Park,FL,webber.edu
Agnes Scott College,https://agnesscott.edu,Decatur,GA,agnesscott.edu
Albany Technical College,https://albanytech.edu,Albany,GA,albanytech.edu
Armstrong Atlantic State University,https://armstrong.edu,Savannah,GA,armstrong.edu
Atlanta Technical College,https://atlantatech.edu,Atlanta,GA,atlantatech.edu
Atlanta Metropolitan State College,https://atlm.edu,Atlanta,GA,atlm.edu
Berry College,https://berry.edu,Mount Berry,GA,berry.edu
Carver College,https://carver.edu,Atlanta,GA,carver.edu
Child Care Education Institute,https://cceionline.edu,Duluth,GA,cceionline.edu
Central Georgia Technical College,https://centralgatech.edu,Macon,GA,centralgatech.edu
Clayton State University,https://clayton.edu,Morrow,GA,clayton.edu
Columbus State University,https://columbusstate.edu,Columbus,GA,columbusstate.edu
Columbus Technical College,https://columbustech.edu,Columbus,GA,columbustech.edu
Covenant College,https://covenant.edu,Lookout Mountain,GA,covenant.edu
Dalton State,https://daltonstate.edu,Dalton,GA,daltonstate.edu
Darton State College,https://darton.edu,Albany,GA,darton.edu
East Georgia State College,https://ega.edu,Swainsboro,GA,ega.edu
Emory University,https://emory.edu,Atlanta,GA,emory.edu
Georgia Institute of Technology,https://gatech.edu,Atlanta,GA,gatech.edu
Georgia College,https://gcsu.edu,Milledgeville,GA,gcsu.edu
Georgia Southern University,https://georgiasouthern.edu,Statesboro,GA,georgiasouthern.edu
Georgia Gwinnett College,https://ggc.edu,Lawrenceville,GA,ggc.edu
Georgia Perimeter College,https://gpc.edu,Decatur,GA,gpc.edu
Georgia Regents University Augusta,https://gru.edu,Augusta,GA,gru.edu
Georgia State University,https://gsu.edu,Atlanta,GA,gsu.edu
Georgia South Western State University,https://gsw.edu,Americus,GA,gsw.edu
Interactive College of Technology,https://ict.edu,Morrow,GA,ict.edu
Atlanta's John Marshall Law School,https://johnmarshall.edu,Atlanta,GA,johnmarshall.edu
Kennesaw State University,https://kennesaw.edu,Kennesaw,GA,kennesaw.edu
Lanier Technical College,https://laniertech.edu,Oakwood,GA,laniertech.edu
Life University,https://life.edu,Marietta,GA,life.edu
Mercer University,https://mercer.edu,Macon,GA,mercer.edu
Middle Georgia State College,https://mga.edu,Macon,GA,mga.edu
Morehouse College,https://morehouse.edu,Atlanta,GA,morehouse.edu
Morehouse School of Medicine,https://msm.edu,Atlanta,GA,msm.edu
North Georgia Technical College,https://northgatech.edu,(multiple locations),GA,northgatech.edu
Oglethorpe University,https://oglethorpe.edu,Atlanta,GA,oglethorpe.edu
Okefenokee Technical College,https://okefenokeetech.edu,Waycross,GA,okefenokeetech.edu
Paine College,https://paine.edu,Augusta,GA,paine.edu
Pfeiffer University,https://pfeiffer.edu,Decatur,GA,pfeiffer.edu
Piedmont College,https://piedmont.edu,Demorest,GA,piedmont.edu
Reinhardt University,https://reinhardt.edu,Waleska,GA,reinhardt.edu
Savannah State University,https://savannahstate.edu,Savannah,GA,savannahstate.edu
Savannah College of Art and Design,https://scad.edu,Savannah,GA,scad.edu
Shorter University,https://shorter.edu,(multiple locations),GA,shorter.edu
Southeastern Technical College,https://southeasterntech.edu,Vidalia,GA,southeasterntech.edu
Spelman College,https://spelman.edu,Atlanta,GA,spelman.edu
Southern Polytechnic State University,https://spsu.edu,Marietta,GA,spsu.edu
Thomas University,https://thomasu.edu,Thomasville,GA,thomasu.edu
University of Georgia,https://uga.edu,Athens,GA,uga.edu
University of North Georgia,https://ung.edu,Dahlonega,GA,ung.edu
University System of Georgia,https://usg.edu,Atlanta,GA,usg.edu
Valdosta State University,https://valdosta.edu,Valdosta,GA,valdosta.edu
University of West Georgia,https://westga.edu,Carrollton,GA,westga.edu
Wiregrass Georgia Technical College,https://wiregrass.edu,Valdosta,GA,wiregrass.edu
Brigham Young University Hawaii,https://byuh.edu,Laie,HI,byuh.edu
Chaminade University,https://chaminade.edu,Honolulu,HI,chaminade.edu
University of Hawaii at Manoa,https://hawaii.edu,Honolulu,HI,hawaii.edu
Mid-Pacific Institute,https://midpac.edu,Honolulu,HI,midpac.edu
AIB College of Business,https://aib.edu,Des Moines,IA,aib.edu
Central College,https://central.edu,Pella,IA,central.edu
Coe College,https://coe.edu,Cedar Rapids,IA,coe.edu
Cornell College,https://cornellcollege.edu,Mount Vernon,IA,cornellcollege.edu
Des Moines Area Community College,https://dmacc.edu,Boone,IA,dmacc.edu
Dordt College,https://dordt.edu,Sioux Center,IA,dordt.edu
Drake University,https://drake.edu,Des Moines,IA,drake.edu
Divine Word College,https://dwci.edu,Epworth,IA,dwci.edu
Eastern Iowa Community Colleges,https://eicc.edu,Davenport,IA,eicc.edu
Grinnell College,https://grinnell.edu,Grinnell,IA,grinnell.edu
Hawkeye Community College,https://hawkeyecollege.edu,Waterloo,IA,hawkeyecollege.edu
Iowa State University,https://iastate.edu,Ames,IA,iastate.edu
Iowa Central Community College,https://iowacentral.edu,Fort Dodge,IA,iowacentral.edu
Iowa Wesleyan College,https://iwc.edu,Mount Pleasant,IA,iwc.edu
Iowa Western Community College,https://iwcc.edu,Council Bluffs,IA,iwcc.edu
Kaplan University,https://kaplanuniversity.edu,(multiple locations),IA,kaplanuniversity.edu
Kirkwood Community College,https://kirkwood.edu,Cedar Rapids,IA,kirkwood.edu
La' James College,https://lajames.edu,Mason City,IA,lajames.edu
Loras College,https://loras.edu,Dubuque,IA,loras.edu
Luther College,https://luther.edu,Decorah,IA,luther.edu
Maharishi University of Management,https://mum.edu,Fairfield,IA,mum.edu
Northeast Iowa Community College,https://nicc.edu,Calmar,IA,nicc.edu
Palmer College of Chiropractic,https://palmer.edu,Davenport,IA,palmer.edu
Saint Ambrose University,https://sau.edu,Davenport,IA,sau.edu
Simpson College,https://simpson.edu,Indianola,IA,simpson.edu
Southwestern Community College,https://swcciowa.edu,(multiple locations),IA,swcciowa.edu
Univeristy of Iowa,https://uiowa.edu,Iowa City,IA,uiowa.edu
Upper Iowa University,https://uiu.edu,Fayette,IA,uiu.edu
University of Northern Iowa,https://uni.edu,Cedar Falls,IA,uni.edu
Wartburg College,https://wartburg.edu,Waverly,IA,wartburg.edu
Waldorf College,https://waldorf.edu,Forest City,IA,waldorf.edu
Boise State University,https://boisestate.edu,Boise,ID,boisestate.edu
Brigham Young University Idaho,https://byui.edu,Rexburg,ID,byui.edu
The College of Idaho,https://collegeofidaho.edu,Caldwell,ID,collegeofidaho.edu
College of Southern Idaho,https://csi.edu,Twin Falls,ID,csi.edu
Idaho State University,https://isu.edu,Pocatello,ID,isu.edu
University of Idaho,https://uidaho.edu,Moscow,ID,uidaho.edu
Augustana College,https://augustana.edu,Rock Island,IL,augustana.edu
Aurora University,https://aurora.edu,Aurora,IL,aurora.edu
Benedictine University,https://ben.edu,Lisle,IL,ben.edu
Bradley University,https://bradley.edu,Peoria,IL,bradley.edu
City Colleges of Chicago,https://ccc.edu,Chicago,IL,ccc.edu
The University of Chicago Booth School of Business,https://chicagobooth.edu,Chicago,IL,chicagobooth.edu
College of Lake County,https://clcillinois.edu,Grayslake,IL,clcillinois.edu
College of DuPage,https://cod.edu,Glen Ellyn,IL,cod.edu
Columbia College Chicago,https://colum.edu,Chicago,IL,colum.edu
Danville Area Community College,https://dacc.edu,Danville,IL,dacc.edu
DePaul University,https://depaul.edu,Chicago,IL,depaul.edu
Dominican University,https://dom.edu,River Forest,IL,dom.edu
Eastern Illinois University,https://eiu.edu,Charleston,IL,eiu.edu
Elmhurst College,https://elmhurst.edu,Elmhurst,IL,elmhurst.edu
Governors State,https://govst.edu,University Park,IL,govst.edu
Greenville College,https://greenville.edu,Greenville,IL,greenville.edu
The Hadley School for the Blind,https://hadley.edu,Winnetka,IL,hadley.edu
Harper College,https://harpercollege.edu,Palatine,IL,harpercollege.edu
Heartland Community College,https://heartland.edu,Normal,IL,heartland.edu
Illinois Central College,https://icc.edu,East Peoria,IL,icc.edu
Illinois College of Optometry,https://ico.edu,Chicago,IL,ico.edu
Illinois Institute of Technology,https://iit.edu,Chicago,IL,iit.edu
University of Illinois at Urbana-Champaign,https://illinois.edu,Champaign,IL,illinois.edu
Illinois State University,https://illinoisstate.edu,Normal,IL,illinoisstate.edu
Illinois Mathematics and Science Academy,https://imsa.edu,Aurora,IL,imsa.edu
Illinois Valley Community College,https://ivcc.edu,Oglesby,IL,ivcc.edu
Illinois Wesleyan University,https://iwu.edu,Bloomington,IL,iwu.edu
John A. Logan College,https://jalc.edu,Carterville,IL,jalc.edu
Joliet Junior College,https://jjc.edu,Joliet,IL,jjc.edu
The John Marshall Law School,https://jmls.edu,Chicago,IL,jmls.edu
Judson University,https://judsonu.edu,Elgin,IL,judsonu.edu
Kaskaskia College,https://kaskaskia.edu,Centralia,IL,kaskaskia.edu
Kankakee Community College,https://kcc.edu,Kankakee,IL,kcc.edu
IIT Chicago-Kent College of Law,https://iit.edu,Chicago,IL,iit.edu
Kishwaukee College,https://kishwaukeecollege.edu,Malta,IL,kishwaukeecollege.edu
Knox College,https://knox.edu,Galesburg,IL,knox.edu
Lake Forest College,https://lakeforest.edu,Lake Forest,IL,lakeforest.edu
Lakeview College of Nursing,https://lakeviewcol.edu,Danville,IL,lakeviewcol.edu
Lewis and Clark Community College,https://lc.edu,Godfrey,IL,lc.edu
Lewis University,https://lewisu.edu,Romeoville,IL,lewisu.edu
Lincoln Land Community College,https://llcc.edu,Springfield,IL,llcc.edu
Loyola University Chicago,https://luc.edu,Chicago,IL,luc.edu
Midwestern Career College,https://mccollege.edu,Chicago,IL,mccollege.edu
McHenry County College,https://mchenry.edu,Crystal Lake,IL,mchenry.edu
McKendree University,https://mckendree.edu,Lebanon,IL,mckendree.edu
Midwestern University,https://midwestern.edu,(multiple locations),IL,midwestern.edu
Monmouth College,https://monmouthcollege.edu,Monmouth,IL,monmouthcollege.edu
Moraine Valley Community College,https://morainevalley.edu,Palos Hills,IL,morainevalley.edu
Morton College,https://morton.edu,Cicero,IL,morton.edu
Northeastern Illinois University,https://neiu.edu,Chicago,IL,neiu.edu
Northern Illinois University,https://niu.edu,DeKalb,IL,niu.edu
National Louis University,https://nl.edu,Chicago,IL,nl.edu
North Park University,https://northpark.edu,Chicago,IL,northpark.edu
Northwestern University,https://northwestern.edu,Evanston,IL,northwestern.edu
Oakton Community College,https://oakton.edu,Des Plaines,IL,oakton.edu
Olivet Nazarene University,https://olivet.edu,Bourbonnais,IL,olivet.edu
Chicago ORT Technical Institute,https://ortchicagotech.edu,Skokie,IL,ortchicagotech.edu
Parkland College,https://parkland.edu,Champaign,IL,parkland.edu
Prairie State College,https://prairiestate.edu,Chicago Heights,IL,prairiestate.edu
Principia College,https://principiacollege.edu,Elsah,IL,principiacollege.edu
Resurrection University,https://resu.edu,Chicago,IL,resu.edu
Robert Morris University Illinois,https://robertmorris.edu,Chicago,IL,robertmorris.edu
Rockford University,https://rockford.edu,Rockford,IL,rockford.edu
Rock Valley College,https://rockvalleycollege.edu,Rockford,IL,rockvalleycollege.edu
Roosevelt University,https://roosevelt.edu,Chicago,IL,roosevelt.edu
Rosalind Franklin University,https://rosalindfranklin.edu,North Chicago,IL,rosalindfranklin.edu
Saint Anthony College of Nursing,https://sacn.edu,Rockford,IL,sacn.edu
School of the Art Institute of Chicago,https://saic.edu,Chicago,IL,saic.edu
Saint Francis Medical Center College of Nursing,https://sfmccon.edu,Peoria,IL,sfmccon.edu
Shawnee Community College,https://shawneecc.edu,Ullin,IL,shawneecc.edu
Southeastern Illinois College,https://sic.edu,Harrisburg,IL,sic.edu
Southern Illinois University,https://siu.edu,Carbondale,IL,siu.edu
Southern Illinois University Edwardsville,https://siue.edu,Edwardsville,IL,siue.edu
Spoon River College,https://src.edu,Canton,IL,src.edu
South Suburban College,https://ssc.edu,South Holland,IL,ssc.edu
University of Saint Francis,https://stfrancis.edu,Joliet,IL,stfrancis.edu
Southwestern Illinois College,https://swic.edu,(multiple locations),IL,swic.edu
Saint Xavier University,https://scu.edu,Chicago,IL,scu.edu
Trinity Christian College,https://trnty.edu,Palos Heights,IL,trnty.edu
University of Chicago,https://uchicago.edu,Chicago,IL,uchicago.edu
University of Illinois at Chicago,https://uic.edu,Chicago,IL,uic.edu
University of Illinois,https://uillinois.edu,(multiple locations),IL,uillinois.edu
University of Illinois Springfield,https://uis.edu,Springfield,IL,uis.edu
University of Illinois at Urbana-Champaign,https://illinois.edu,Champaign,IL,illinois.edu
Waubonsee Community College,https://waubonsee.edu,(multiple locations),IL,waubonsee.edu
Wheaton College,https://wheaton.edu,Wheaton,IL,wheaton.edu
Western Illinois University,https://wiu.edu,Macomb,IL,wiu.edu
Saint John's College,https://stjohnscollegespringfield.edu,Springfield,Ill,stjohnscollegespringfield.edu
Anabaptist Mennonite Biblical Seminary,https://ambs.edu,Elkhart,IN,ambs.edu
Anderson University,https://anderson.edu,Anderson,IN,anderson.edu
Bethel College Indiana,https://bethelcollege.edu,Mishawaka,IN,bethelcollege.edu
Brown Mackie College,https://brownmackie.edu,(multiple locations),IN,brownmackie.edu
Ball State University,https://bsu.edu,Muncie,IN,bsu.edu
Butler University,https://butler.edu,Indianapolis,IN,butler.edu
DePauw University,https://depauw.edu,Greencastle,IN,depauw.edu
Earlham College,https://earlham.edu,Richmond,IN,earlham.edu
University of Evansville,https://evansville.edu,Evansville,IN,evansville.edu
Goshen College,https://goshen.edu,Goshen,IN,goshen.edu
Grace College and Seminary,https://grace.edu,Winona Lake,IN,grace.edu
Hanover College,https://hanover.edu,Hanover,IN,hanover.edu
Harrison College,https://harrison.edu,Indianapolis,IN,harrison.edu
Holy Cross College,https://hcc-nd.edu,Notre Dame,IN,hcc-nd.edu
Indiana University,https://indiana.edu,(multiple locations),IN,indiana.edu
Indiana State University,https://indstate.edu,Terre Haute,IN,indstate.edu
Indiana Wesleyan University,https://indwes.edu,Marion,IN,indwes.edu
Indiana University - Purdue University Fort Wayne,https://ipfw.edu,Fort Wayne,IN,ipfw.edu
Indiana University,https://iu.edu,(multiple locations),IN,iu.edu
Indiana University Bloomington,https://iub.edu,Bloomington,IN,iub.edu
Indiana University East,https://iue.edu,Richmond,IN,iue.edu
Indiana University Northwest,https://iun.edu,Gary,IN,iun.edu
Indiana University - Purdue University Indianapolis,https://iupui.edu,Indianapolis,IN,iupui.edu
Indiana University Southeast,https://ius.edu,New Albany,IN,ius.edu
Indiana University South Bend,https://iusb.edu,South Bend,IN,iusb.edu
Ivy Tech Community College,https://ivytech.edu,Carmel,IN,ivytech.edu
Manchester University,https://manchester.edu,North Manchester,IN,manchester.edu
Marian University Indianapolis,https://marian.edu,Indianapolis,IN,marian.edu
University of Notre Dame,https://nd.edu,Notre Dame,IN,nd.edu
Oakland City University,https://oak.edu,Oakland City,IN,oak.edu
Purdue University North Central,https://pnc.edu,Westville,IN,pnc.edu
Purdue University,https://purdue.edu,West Lafayette,IN,purdue.edu
Purdue University Calumet,https://purduecal.edu,Hammond,IN,purduecal.edu
Rose-Hulman Institute of Technology,https://rose-hulman.edu,Terre Haute,IN,rose-hulman.edu
Saint Mary's College,https://saintmarys.edu,Notre Dame,IN,saintmarys.edu
Trine University,https://trine.edu,Angola,IN,trine.edu
University of Indianapolis,https://uindy.edu,Indianapolis,IN,uindy.edu
University of Southern Indiana,https://usi.edu,Evansville,IN,usi.edu
Valparaiso University,https://valpo.edu,Valparaiso,IN,valpo.edu
Wabash College,https://wabash.edu,Crawfordsville,IN,wabash.edu
Benedictine College,https://benedictine.edu,Atchison,KS,benedictine.edu
Butler Community College,https://butlercc.edu,El Dorado,KS,butlercc.edu
Emporia State University,https://emporia.edu,Emporia,KS,emporia.edu
Fort Hays State University,https://fhsu.edu,Hays,KS,fhsu.edu
Flint Hills Technical College,https://fhtc.edu,Emporia,KS,fhtc.edu
Fort Scott Community College,https://fortscott.edu,Horton Fort Scott,KS,fortscott.edu
Garden City Community College,https://gcccks.edu,Garden City,KS,gcccks.edu
Hesston College,https://hesston.edu,Hesston,KS,hesston.edu
Highland Community College,https://highlandcc.edu,Highland,KS,highlandcc.edu
Johnson County Community College,https://jccc.edu,Overland Park,KS,jccc.edu
Kansas City Kansas Community College,https://kckcc.edu,Kansas City,KS,kckcc.edu
Kansas State University,https://k-state.edu,Manhattan,KS,k-state.edu
The University of Kansas,https://ku.edu,Lawrence,KS,ku.edu
McPherson College,https://mcpherson.edu,McPherson,KS,mcpherson.edu
Neosho County Community College,https://neosho.edu,Chanute,KS,neosho.edu
Newman University,https://newmanu.edu,Wichita,KS,newmanu.edu
Pittsburg State University,https://pittstate.edu,Pittsburg,KS,pittstate.edu
Saint Paul School of Theology and Ministry,https://spst.edu,Overland Park,KS,spst.edu
Sterling College,https://sterling.edu,Sterling,KS,sterling.edu
University of Saint Mary,https://stmary.edu,Leavenworth,KS,stmary.edu
Washburn University,https://washburn.edu,Topeka,KS,washburn.edu
Washburn University School of Law,https://washburnlaw.edu,Topeka,KS,washburnlaw.edu
Wichita State University,https://wichita.edu,Wichita,KS,wichita.edu
Asbury University,https://asbury.edu,Wilmore,KY,asbury.edu
Bellarmine University,https://bellarmine.edu,Louisville,KY,bellarmine.edu
Berea College,https://berea.edu,Berea,KY,berea.edu
Centre College,https://centre.edu,Danville,KY,centre.edu
Eastern Kentucky University,https://eku.edu,Richmond,KY,eku.edu
Frontier Nursing University,https://frontier.edu,Hyden,KY,frontier.edu
Georgetown College,https://georgetowncollege.edu,Georgetown,KY,georgetowncollege.edu
Kentucky Community and Technical College System,https://kctcs.edu,Versailles,KY,kctcs.edu
Kentucky Christian University,https://kcu.edu,Grayson,KY,kcu.edu
Kentucky State University,https://kysu.edu,Frankfort,KY,kysu.edu
Lindsey Wilson College,https://lindsey.edu,Columbia,KY,lindsey.edu
The University of Louisville,https://louisville.edu,Louisville,KY,louisville.edu
Midway College,https://midway.edu,Midwar,KY,midway.edu
Morehead State University,https://moreheadstate.edu,Morehead,KY,moreheadstate.edu
Murray State University,https://murraystate.edu,Murray,KY,murraystate.edu
Northern Kentucky University,https://nku.edu,Highland Heights,KY,nku.edu
The Southern Baptist Theological Seminary,https://sbts.edu,Louisville,KY,sbts.edu
Saint Catharine College,https://sccky.edu,Saint Catharine,KY,sccky.edu
Sullivan University,https://sullivan.edu,Louisville,KY,sullivan.edu
University of the Cumberlands,https://ucumberlands.edu,Williamsburg,KY,ucumberlands.edu
Western Kentucky University,https://wku.edu,Bowling Green,KY,wku.edu
Bossier Parish Community College,https://bpcc.edu,Bossier City,LA,bpcc.edu
Centenary College of Louisiana,https://centenary.edu,Shreveport,LA,centenary.edu
Louisiana Tech University,https://latech.edu,Ruston,LA,latech.edu
Louisiana Culinary Institute,https://lci.edu,Baton Rouge,LA,lci.edu
University of Louisiana Lafayette,https://louisiana.edu,Lafayette,LA,louisiana.edu
Loyola University New Orleans,https://loyno.edu,New Orleans,LA,loyno.edu
Louisiana State University,https://lsu.edu,Baton Rouge,LA,lsu.edu
Louisiana State University - Eunice,https://lsue.edu,Eunice,LA,lsue.edu
LSU Health Sciences Center - New Orleans,https://lsuhsc.edu,New Orleans,LA,lsuhsc.edu
LSU Health Sciences Center - New Orleans,https://lsuhscshreveport.edu,Shreveport,LA,lsuhscshreveport.edu
Louisiana State University System,https://lsusystem.edu,Baton Rouge,LA,lsusystem.edu
Nicholls State University,https://nicholls.edu,Thibodaux,LA,nicholls.edu
New Orleans Baptist Theological Seminary,https://nobts.edu,New Orleans,LA,nobts.edu
Nunez Community College,https://nunez.edu,Chalmette,LA,nunez.edu
Southeastern Louisiana University,https://southeastern.edu,Hammond,LA,southeastern.edu
Southern University,https://subr.edu,Baton Rouge,LA,subr.edu
Tulane University,https://tulane.edu,New Orleans,LA,tulane.edu
University of Louisiana at Monroe,https://ulm.edu,Monroe,LA,ulm.edu
University of New Orleans,https://uno.edu,New Orleans,LA,uno.edu
Xavier University of Louisiana,https://xula.edu,New Orleans,LA,xula.edu
Amherst College,https://amherst.edu,Amherst,MA,amherst.edu
Assumption College,https://assumption.edu,Worcester,MA,assumption.edu
Babson College,https://babson.edu,Babson Park,MA,babson.edu
Boston College,https://bc.edu,Chestnut Hill,MA,bc.edu
Bentley University,https://bentley.edu,Waltham,MA,bentley.edu
Berklee College of Music,https://berklee.edu,Boston,MA,berklee.edu
Berkshire Community College,https://berkshirecc.edu,Pittsfield,MA,berkshirecc.edu
The Boston Conservatory,https://bostonconservatory.edu,Boston,MA,bostonconservatory.edu
Brandeis University,https://brandeis.edu,Waltham,MA,brandeis.edu
Bridgewater State University,https://bridgew.edu,Bridgewater,MA,bridgew.edu
Boston University,https://bu.edu,Boston,MA,bu.edu
Cambridge College,https://cambridgecollege.edu,Cambridge,MA,cambridgecollege.edu
Clark University,https://clarku.edu,Worcester,MA,clarku.edu
Curry College,https://curry.edu,Milton,MA,curry.edu
Elms College,https://elms.edu,Chicopee,MA,elms.edu
Emerson College,https://emerson.edu,Boston,MA,emerson.edu
Emmanuel College,https://emmanuel.edu,Boston,MA,emmanuel.edu
Endicott College,https://endicott.edu,Beverly,MA,endicott.edu
Fitchburg State University,https://fitchburgstate.edu,Fitchburg,MA,fitchburgstate.edu
Framingham State University,https://framingham.edu,Framingham,MA,framingham.edu
Gordon Conwell Theological Seminary,https://gordonconwell.edu,South Hamilton,MA,gordonconwell.edu
Gordon College,https://gordon.edu,Wenham,MA,gordon.edu
Hampshire College,https://hampshire.edu,Amherst,MA,hampshire.edu
Harvard University,https://harvard.edu,Cambridge,MA,harvard.edu
Harvard Business School,https://hbs.edu,Boston,MA,hbs.edu
College of the Holy Cross,https://holycross.edu,Worcester,MA,holycross.edu
Lesley University,https://lesley.edu,Cambridge,MA,lesley.edu
Massachusetts Maritime Academy,https://maritime.edu,Buzzards Bay,MA,maritime.edu
Massachusetts Department of Higher Education,https://mass.edu,Boston,MA,mass.edu
Massachusetts College of Art and Design,https://massart.edu,Boston,MA,massart.edu
MassBay Community College,https://massbay.edu,Wellesley,MA,massbay.edu
Marine Biological Laboratory,https://mbl.edu,Woods Hole,MA,mbl.edu
Merrimack Education Center,https://mec.edu,Chelmsford,MA,mec.edu
Merrimack College,https://merrimack.edu,North Andover,MA,merrimack.edu
MGH Institute of Health Professions,https://mghihp.edu,Boston,MA,mghihp.edu
Milton Academy,https://milton.edu,Milton,MA,milton.edu
Massachusetts Institute of Technology,https://mit.edu,Cambridge,MA,mit.edu
Montserrat College of Art,https://montserrat.edu,Beverly,MA,montserrat.edu
Mount Ida College,https://mountida.edu,Newton,MA,mountida.edu
Mount Holyoke College,https://mtholyoke.edu,South Hadley,MA,mtholyoke.edu
Middlesex Community College,https://mxcc.edu,Lowell,MA,mxcc.edu
Middlesex School,https://mxschool.edu,Lowell,MA,mxschool.edu
North Bennet Street School,https://nbss.edu,Boston,MA,nbss.edu
New England Law - Boston,https://nesl.edu,Boston,MA,nesl.edu
Northeastern University,https://northeastern.edu,Boston,MA,northeastern.edu
Olin College of Engineering,https://olin.edu,Needham,MA,olin.edu
Salem State University,https://salemstate.edu,Salem,MA,salemstate.edu
Simmons College,https://simmons.edu,Boston,MA,simmons.edu
Smith College,https://smith.edu,Northampton,MA,smith.edu
Spa Tech Institute,https://spatech.edu,Ipswich,MA,spatech.edu
Springfield College,https://springfieldcollege.edu,Springfield,MA,springfieldcollege.edu
Springfield Technical Community College,https://stcc.edu,Springfield,MA,stcc.edu
Suffolk University,https://suffolk.edu,Boston,MA,suffolk.edu
Boston Architectural College,https://the-bac.edu,Boston,MA,the-bac.edu
Tufts University,https://tufts.edu,Medford,MA,tufts.edu
University of Massachusetts Amherst,https://umass.edu,Amherst,MA,umass.edu
University of Massachusetts Dartmouth,https://umassd.edu,Dartmouth,MA,umassd.edu
University of Massachusetts Medical School,https://umassmed.edu,Worcester,MA,umassmed.edu
University of Massachusetts,https://umassp.edu,Amherst,MA,umassp.edu
University of Massachusetts Boston,https://umb.edu,Boston,MA,umb.edu
University of Massachusetts Lowell,https://uml.edu,Lowell,MA,uml.edu
Wellesley College,https://wellesley.edu,Wellesley,MA,wellesley.edu
"Wheaton College, Norton",https://wheatoncollege.edu,Norton,MA,wheatoncollege.edu
Wheelock College,https://wheelock.edu,Boston,MA,wheelock.edu
Williams College,https://williams.edu,Williamstown,MA,williams.edu
Western New England University,https://wne.edu,Springfield,MA,wne.edu
Worcester State University,https://worcester.edu,Worcester,MA,worcester.edu
Worcester Polytechnic Institute,https://wpi.edu,Worcester,MA,wpi.edu
Anne Arundel Community College,https://aacc.edu,Arnold,MD,aacc.edu
Baltimore City Community College,https://bccc.edu,Baltimore,MD,bccc.edu
